-142.46	-35.60	17.98	126.57
-142.40	-35.64	18.16	125.48
-141.90	-35.41	18.04	124.71
-141.19	-35.33	18.09	126.06
-140.58	-35.34	18.45	127.43
-140.86	-35.31	19.05	128.79
-140.98	-35.52	19.38	129.68
-141.01	-36.42	19.48	131.55
-140.96	-36.84	19.37	132.21
-141.02	-37.0	19.28	132.11
-140.90	-37.12	19.07	131.95
-140.84	-37.19	18.78	129.52
-140.83	-37.19	18.47	128.47
-141.25	-37.23	18.66	129.23
-142.36	-37.42	18.66	133.06
-143.39	-37.42	18.51	146.95
-144.68	-38.38	17.86	150.51
-146.14	-38.76	17.34	151.62
-146.08	-38.76	13.8	151.73
-144.60	-39.25	18.02	151.59
-143.32	-38.26	19.75	151.39
-141.87	-37.75	19.58	149.83
-140.97	-36.97	19.12	148.63
-140.62	-36.8	19.32	147.98
-140.67	-36.61	17.15	147.41
-140.69	-36.3	16.22	146.92
-140.72	-36.23	13.85	144.70
-140.69	-36.31	12.8	142.79
-140.74	-36.62	11.58	142.37
-140.27	-36.58	11.02	142.47
-139.41	-36.54	10.91	142.63
-138.76	-36.81	10.91	143.53
-138.73	-37.46	11.59	144.57
-138.86	-37.16	11.88	144.78
-138.85	-36.31	11.97	141.61
-138.75	-36.31	11.4	149.06
-138.51	-35.75	11.75	141.96
-138.55	-35.77	12.83	139.20
-138.62	-36.09	13.37	138.65
-138.55	-36.61	13.65	138.17
-138.52	-36.92	13.6	138.30
-138.60	-35.55	13.67	144.38
-138.53	-35.55	13.85	152.78
-138.53	-35.68	14.79	152.78
-138.58	-35.9	15.64	164.96
-138.54	-36.3	15.9	133.36
-138.49	-36.72	15.9	121.78
-138.22	-36.72	17.68	116.31
-137.96	-37.13	17.21	128.92
-137.80	-37.03	16.81	156.28
-137.68	-36.9	17.17	153.84
-137.62	-36.88	16.48	169.36
-137.66	-36.67	16.18	144.95
-138.14	-36.53	16.18	120.05
-139.31	-36.53	16.89	114.34
-139.86	-36.32	17.26	114.22
-140.05	-36.46	18.07	114.34
-139.48	-36.56	18.23	114.13
-139.48	-36.54	18.33	114.13
-139.72	-36.49	18.23	114.03
-140.02	-36.36	18.17	113.85
-140.02	-35.99	18.21	113.85
-140.50	-35.68	18.64	113.38
-140.73	-35.32	19.18	113.53
-140.77	-35.21	19.18	113.94
-141.65	-35.21	19.01	114.15
-142.46	-35.35	18.94	115.14
-142.66	-35.89	18.45	116.41
-143.27	-36.3	17.68	116.94
-144.03	-37.16	17.29	117.01
-144.36	-37.68	17.2	116.79
-144.36	-38.01	17.39	116.79
-145.35	-37.71	17.97	117.34
-144.99	-37.25	17.97	117.39
-144.55	-36.53	17.97	118.03
-144.17	-36.53	19.3	118.53
-144.15	-36.15	20.72	118.74
-144.31	-36.3	22.49	119.87
-143.87	-36.39	23.37	120.86
-142.87	-36.45	23.51	121.24
-142.35	-36.51	22.84	121.05
-141.51	-36.46	22.4	120.74
-140.73	-36.48	21.04	120.93
-139.97	-36.47	20.34	121.81
-141.39	-36.35	20.23	122.57
-141.89	-36.22	20.27	123.04
-141.89	-36.12	20.47	123.04
-142.01	-36.05	20.62	124.36
-141.32	-36.08	20.78	124.66
-140.65	-36.05	20.99	125.21
-140.25	-35.67	21.05	124.92
-139.66	-35.16	18.76	124.82
-139.36	-35.2	17.57	124.21
-140.36	-35.61	17.47	123.73
-140.71	-35.88	18.61	124.73
-141.40	-36.07	18.09	125.50
-140.51	-36.25	17.24	127.14
-139.68	-36.65	14.48	126.61
-139.19	-36.85	14.93	126.01
-139.10	-36.17	15.07	126.48
-139.09	-35.86	15.27	128.04
-138.88	-35.85	15.56	129.34
-138.54	-36.0	16.44	129.53
-138.27	-36.17	17.15	129.98
-139.08	-36.27	17.63	130.41
-139.87	-36.18	17.4	131.03
-140.54	-36.16	16.88	138.19
-141.05	-36.12	16.79	144.99
-141.24	-36.07	16.6	145.00
-141.51	-36.03	16.54	144.79
-141.71	-36.03	16.37	143.86
