-79.84	86.89	143.16	-127.85
-79.87	86.89	143.39	-128.06
-79.98	88.31	143.39	-128.24
-79.94	88.12	142.97	-128.47
-79.90	88.12	142.96	-128.54
-79.81	87.85	142.9	-127.78
-79.74	87.72	142.88	-127.14
-79.77	87.52	142.88	-127.11
-79.86	87.52	142.95	-127.33
-79.95	85.79	143.17	-127.36
-80.00	85.79	143.21	-127.47
-79.47	85.79	143.88	-127.67
-79.01	85.79	144.34	-127.90
-79.01	84.29	144.34	-127.90
-78.22	84.29	144.47	-127.92
-77.77	83.76	143.68	-128.08
-77.50	83.76	143.23	-128.00
-77.41	82.66	143.01	-127.46
-77.41	82.31	143.01	-127.46
-77.65	82.15	143.01	-127.08
-77.78	82.15	143.03	-127.15
-78.20	81.59	143.11	-127.44
-78.38	81.59	143.08	-127.81
-78.51	79.88	143.08	-127.86
-78.13	79.88	142.22	-127.87
-77.96	77.82	141.74	-127.93
-77.96	77.13	141.82	-127.93
-77.43	76.93	141.82	-126.40
-77.05	76.93	141.95	-125.13
-76.54	77.09	141.92	-124.53
-76.46	78.05	141.98	-124.86
-76.46	79.79	141.96	-124.86
-76.30	89.91	141.96	-124.86
-76.29	82.31	141.9	-125.17
-76.26	80.3	141.62	-125.52
-76.61	80.08	141.62	-125.81
-76.76	80.08	141.43	-126.80
-76.89	80.18	141.72	-127.80
-76.74	85.57	142.08	-128.20
-76.71	89.86	143.27	-128.08
-76.76	92.52	143.43	-127.67
-76.17	93.26	143.65	-127.67
-75.79	94.57	143.94	-127.79
-75.83	95.38	143.92	-127.92
-76.25	95.86	143.71	-128.09
-76.35	95.87	143.71	-127.63
-76.77	95.87	143.53	-127.47
-77.06	94.69	143.36	-127.08
-77.34	93.37	143.53	-127.30
-77.42	92.79	143.53	-127.62
-77.59	92.48	143.69	-127.91
-77.58	91.84	144.84	-128.02
-77.95	91.68	145.11	-128.12
-78.05	91.1	145.01	-128.15
-78.24	90.53	144.62	-127.93
-78.48	89.99	144.62	-127.82
-78.87	89.99	144.5	-127.83
-79.23	89.22	144.78	-127.60
-79.70	89.0	144.96	-127.15
-80.01	88.92	144.96	-127.15
-79.11	88.92	144.48	-126.77
-78.71	88.63	144.14	-127.27
-78.08	88.61	145.05	-127.46
-78.29	88.6	145.05	-127.94
-78.68	88.6	145.91	-128.21
-78.73	88.62	145.51	-128.39
-79.11	88.27	145.03	-128.71
-79.31	88.27	144.41	-129.04
-79.43	88.27	143.95	-129.38
-79.35	87.94	143.95	-129.59
-79.02	87.94	144.33	-129.54
-78.88	87.81	144.37	-129.48
-78.82	87.81	144.5	-129.45
-78.82	87.74	144.39	-129.45
-79.00	87.94	144.39	-126.95
-79.00	87.94	144.24	-126.95
-79.24	87.82	144.34	-125.82
-79.80	87.58	144.39	-125.99
-79.44	87.37	144.39	-126.17
-79.44	87.37	144.14	-126.17
-78.41	87.07	144.05	-126.00
-77.84	86.97	143.46	-125.80
-77.84	87.1	143.07	-125.76
-77.88	86.93	142.98	-125.91
-77.80	89.28	142.88	-126.06
-77.87	90.24	142.87	-126.34
-78.12	90.24	142.97	-126.81
-78.10	90.38	142.97	-127.03
-77.78	90.38	143.46	-127.30
-77.41	90.04	143.39	-127.20
-77.37	89.92	143.39	-127.06
-77.39	89.92	143.35	-127.02
-77.35	90.03	143.08	-126.69
-77.78	90.95	142.83	-126.46
-77.96	92.45	142.41	-126.18
-78.35	92.87	142.41	-126.34
-78.78	92.87	141.75	-126.59
-78.94	92.47	141.22	-126.71
-79.24	92.38	141.39	-126.39
-78.84	92.27	141.55	-125.55
-77.93	92.27	142.08	-125.40
-77.64	92.27	141.94	-125.93
-77.31	92.27	141.63	-126.26
-77.00	92.27	140.96	-126.44
-76.97	91.88	139.24	-126.67
-77.09	91.58	139.15	-126.91
-77.20	91.28	139.06	-127.32
-77.24	90.86	140.46	-127.19
-77.45	91.4	140.51	-126.81
-77.55	92.0	140.5	-126.56
-77.88	91.96	140.5	-126.38
-78.45	91.96	140.48	-126.41
-78.88	91.17	140.51	-126.43
-79.08	90.81	141.13	-126.50
-79.06	90.34	141.13	-127.01
-79.09	90.34	141.78	-126.72
-79.39	90.24	141.18	-128.04
-79.46	89.97	141.05	-128.26
-79.40	89.69	141.05	-128.34
-79.72	89.69	141.07	-127.46
-78.57	89.07	140.73	-126.08
-78.34	89.49	140.47	-125.66
-78.15	90.72	140.53	-125.19
-78.38	91.28	140.58	-125.37
-78.69	93.15	140.85	-125.39
-78.93	93.72	140.63	-125.89
-78.91	95.0	140.76	-125.98
-79.20	94.16	141.09	-126.09
-79.33	93.02	141.46	-126.48
-79.51	92.72	141.81	-126.60
-79.60	92.72	142.02	-126.49
-79.31	92.49	142.22	-126.52
-79.20	92.33	142.13	-126.56
-79.08	92.24	142.01	-126.87
-78.82	92.03	141.9	-127.16
-78.73	91.73	141.91	-127.16
-78.58	91.48	141.61	-125.64
-78.39	91.95	142.23	-125.11
-77.97	92.56	143.12	-124.64
-77.74	92.49	143.12	-124.43
-77.48	92.49	143.6	-124.79
-77.45	92.29	142.31	-125.31
-77.36	91.91	141.33	-125.82
-77.44	91.54	140.0	-126.25
-77.58	91.27	140.91	-126.48
-77.68	91.6	140.97	-126.45
-77.83	92.47	140.34	-126.35
-78.19	92.59	140.37	-126.46
-78.26	92.59	140.38	-126.69
-77.96	92.23	140.51	-127.11
-77.33	91.53	141.17	-127.18
-76.97	91.65	141.92	-127.28
-77.54	91.62	142.42	-127.08
-77.54	91.62	143.07	-127.08
-77.91	91.53	143.33	-126.87
-78.27	91.19	143.16	-126.80
-78.33	90.51	143.11	-126.72
-78.48	90.01	142.78	-127.00
-78.55	90.1	142.23	-126.99
-78.88	90.44	141.66	-126.99
-78.97	90.44	141.13	-127.15
-79.09	90.5	140.78	-127.75
-79.27	90.46	141.06	-128.33
-79.34	90.83	141.25	-128.10
-78.81	90.7	141.55	-127.82
-78.06	90.7	142.76	-127.61
-78.06	90.52	143.39	-127.61
